NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,38,Reais,3004,1,Brasil,201301,nov-dez-jan 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3022,1,Brasil,201302,dez-jan-fev 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3039,1,Brasil,201303,jan-fev-mar 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3046,1,Brasil,201304,fev-mar-abr 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3048,1,Brasil,201305,mar-abr-mai 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3073,1,Brasil,201306,abr-mai-jun 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3094,1,Brasil,201307,mai-jun-jul 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3114,1,Brasil,201308,jun-jul-ago 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3114,1,Brasil,201309,jul-ago-set 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3124,1,Brasil,201310,ago-set-out 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3111,1,Brasil,201311,set-out-nov 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3087,1,Brasil,201312,out-nov-dez 2013,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3084,1,Brasil,201401,nov-dez-jan 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3114,1,Brasil,201402,dez-jan-fev 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3149,1,Brasil,201403,jan-fev-mar 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3147,1,Brasil,201404,fev-mar-abr 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3141,1,Brasil,201405,mar-abr-mai 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3125,1,Brasil,201406,abr-mai-jun 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3119,1,Brasil,201407,mai-jun-jul 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3141,1,Brasil,201408,jun-jul-ago 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3152,1,Brasil,201409,jul-ago-set 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3164,1,Brasil,201410,ago-set-out 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3142,1,Brasil,201411,set-out-nov 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3144,1,Brasil,201412,out-nov-dez 2014,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3148,1,Brasil,201501,nov-dez-jan 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3143,1,Brasil,201502,dez-jan-fev 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3144,1,Brasil,201503,jan-fev-mar 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3137,1,Brasil,201504,fev-mar-abr 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3123,1,Brasil,201505,mar-abr-mai 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3132,1,Brasil,201506,abr-mai-jun 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3110,1,Brasil,201507,mai-jun-jul 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3095,1,Brasil,201508,jun-jul-ago 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3094,1,Brasil,201509,jul-ago-set 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3082,1,Brasil,201510,ago-set-out 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3059,1,Brasil,201511,set-out-nov 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3043,1,Brasil,201512,out-nov-dez 2015,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3053,1,Brasil,201601,nov-dez-jan 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3035,1,Brasil,201602,dez-jan-fev 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3049,1,Brasil,201603,jan-fev-mar 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3034,1,Brasil,201604,fev-mar-abr 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3044,1,Brasil,201605,mar-abr-mai 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3012,1,Brasil,201606,abr-mai-jun 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3014,1,Brasil,201607,mai-jun-jul 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3040,1,Brasil,201608,jun-jul-ago 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3037,1,Brasil,201609,jul-ago-set 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3042,1,Brasil,201610,ago-set-out 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3048,1,Brasil,201611,set-out-nov 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3064,1,Brasil,201612,out-nov-dez 2016,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3074,1,Brasil,201701,nov-dez-jan 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3084,1,Brasil,201702,dez-jan-fev 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3102,1,Brasil,201703,jan-fev-mar 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3088,1,Brasil,201704,fev-mar-abr 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3084,1,Brasil,201705,mar-abr-mai 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3072,1,Brasil,201706,abr-mai-jun 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3073,1,Brasil,201707,mai-jun-jul 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3068,1,Brasil,201708,jun-jul-ago 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3084,1,Brasil,201709,jul-ago-set 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3095,1,Brasil,201710,ago-set-out 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3109,1,Brasil,201711,set-out-nov 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3111,1,Brasil,201712,out-nov-dez 2017,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3122,1,Brasil,201801,nov-dez-jan 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3135,1,Brasil,201802,dez-jan-fev 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3133,1,Brasil,201803,jan-fev-mar 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3142,1,Brasil,201804,fev-mar-abr 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3144,1,Brasil,201805,mar-abr-mai 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3139,1,Brasil,201806,abr-mai-jun 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3128,1,Brasil,201807,mai-jun-jul 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3141,1,Brasil,201808,jun-jul-ago 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3128,1,Brasil,201809,jul-ago-set 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3131,1,Brasil,201810,ago-set-out 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3134,1,Brasil,201811,set-out-nov 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3153,1,Brasil,201812,out-nov-dez 2018,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3172,1,Brasil,201901,nov-dez-jan 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3183,1,Brasil,201902,dez-jan-fev 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3170,1,Brasil,201903,jan-fev-mar 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3153,1,Brasil,201904,fev-mar-abr 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3131,1,Brasil,201905,mar-abr-mai 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3132,1,Brasil,201906,abr-mai-jun 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3125,1,Brasil,201907,mai-jun-jul 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3138,1,Brasil,201908,jun-jul-ago 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3137,1,Brasil,201909,jul-ago-set 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3161,1,Brasil,201910,ago-set-out 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3175,1,Brasil,201911,set-out-nov 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3165,1,Brasil,201912,out-nov-dez 2019,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3172,1,Brasil,202001,nov-dez-jan 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3175,1,Brasil,202002,dez-jan-fev 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3201,1,Brasil,202003,jan-fev-mar 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3236,1,Brasil,202004,fev-mar-abr 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3290,1,Brasil,202005,mar-abr-mai 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3340,1,Brasil,202006,abr-mai-jun 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3380,1,Brasil,202007,mai-jun-jul 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3375,1,Brasil,202008,jun-jul-ago 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3378,1,Brasil,202009,jul-ago-set 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3328,1,Brasil,202010,ago-set-out 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3293,1,Brasil,202011,set-out-nov 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3243,1,Brasil,202012,out-nov-dez 2020,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3236,1,Brasil,202101,nov-dez-jan 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3207,1,Brasil,202102,dez-jan-fev 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3216,1,Brasil,202103,jan-fev-mar 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3178,1,Brasil,202104,fev-mar-abr 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3176,1,Brasil,202105,mar-abr-mai 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3127,1,Brasil,202106,abr-mai-jun 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3099,1,Brasil,202107,mai-jun-jul 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3056,1,Brasil,202108,jun-jul-ago 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3002,1,Brasil,202109,jul-ago-set 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2957,1,Brasil,202110,ago-set-out 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2918,1,Brasil,202111,set-out-nov 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2895,1,Brasil,202112,out-nov-dez 2021,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2923,1,Brasil,202201,nov-dez-jan 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2926,1,Brasil,202202,dez-jan-fev 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2938,1,Brasil,202203,jan-fev-mar 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2926,1,Brasil,202204,fev-mar-abr 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2947,1,Brasil,202205,mar-abr-mai 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,2969,1,Brasil,202206,abr-mai-jun 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
